business_id,categories,name,review_count
kDPHO6hZqoKqiYNphL33eQ,"[Doctors, Health & Medical, Podiatrists]",Absolute Foot Care Specialists,23.0
uivulVz-FXuDjjViUYZzzQ,"[Beauty & Spas, Nail Salons]",New York Nails,15.0
oOEmXvCAfm42XcrPYcos6Q,"[Car Wash, Automotive, Gas & Service Stations]",Terrible Herbst,5.0
HguyBbT9Rnk5O0djapU83A,"[Veterinarians, Pets]",Mauer Animal Clinic,14.0
_BdgC7q3sgz_tyYV_1w-7A,"[Comic Books, Books, Mags, Music & Video, Shopping, Toy Stores]",Wishing Well Comics,6.0
ohCvbSGQbabSoWyAwm_plg,"[Local Services, Community Service/Non-Profit]",Assistance League of Las Vegas,7.0
G2AqHSVc8t6I21qiHeq7jA,"[Bars, Restaurants, Nightlife, Italian]",The Tap House,89.0
ClXTncdJ4YcDS7MCJkYGFg,"[Arts & Crafts, Shopping, Fabric Stores]",Heddy's,13.0
_MuHx0aYUfLbNzkqJ2uBWg,"[Burgers, Fast Food, Restaurants]",Fatburger,8.0
Qj1K6hhF4RNGPrG3p1WNvw,"[Health & Medical, Dentists, General Dentistry]","Alan L Ozaki, DDS",14.0
p9SrA4o_Fp0AgBXbsGUe5Q,"[Food, Beer, Wine & Spirits]",Lee's Discount Liquor,18.0
fO8GR604XHBaSnd8eBM4zw,"[Automotive, Motorcycle Dealers]",Cecil's Custom Cycle Accessories,5.0
Mh4kLUZJh4qacS9wX1AcUg,"[Health & Medical, Dentists, General Dentistry]","McDonald Keith B, DDS",6.0
DFoSUqZSF2J3-mdaBw0rLw,"[Banks & Credit Unions, Financial Services]",SCE Federal Credit Union,4.0
WmchdN2o55AqqjkRJPirMQ,"[Shopping, Trophy Shops]",Vegas Trophies,14.0
7Mgly28cnzY-2py2ClEjiA,"[Italian, Pizza, Restaurants]",New York Pizza & Pasta,175.0
_6YOujC-ZWxrUJcFaDzKWg,[Nightlife],Chaser's Pub,3.0
9fJBlslwQgIOGN6YF8vijw,"[Real Estate Services, Property Management, Home Services, Real Estate]",Southwest Management Group,11.0
0pMqK9xolaJxn9fcyPMlUA,"[Health & Medical, Hospitals]",Kindred Hospital Las Vegas - Sahara,8.0
1ti4IB2RRa8Oa-a6WX4HLA,"[Health & Medical, Dentists, Orthodontists]",Dave L Smith DDS Ms,4.0
tJhh6NDsNIwWMpxlP-0F7g,"[Bars, American (Traditional), Nightlife, Lounges, Restaurants]",Blue Ox Tavern,64.0
gwCWL6Vc9imaTNNpO7sfFg,"[Automotive, Car Dealers]",AutoNation Toyota Las Vegas,269.0
IMj-e4pHq3L7IqPvQuJmMQ,"[Local Services, Sporting Goods, Shopping, Screen Printing/T-Shirt Printing]",The Jock Shop,6.0
VSRXdKqw55a171VDsgNyEQ,"[Health & Medical, Dentists, General Dentistry, Cosmetic Dentists]","Robert R Earl, DDS",6.0
qr-AGO7VGOsAE19qjqeIxA,"[Keys & Locksmiths, Home Services]",Stanley Security Solutions,28.0
avEISnOBH1KP2Xu50LylnA,"[Auto Repair, Oil Change Stations, Automotive]",Jiffy Lube,28.0
8871Si56d_dc0igE3TRpgA,"[Delis, Italian, Restaurants]",Roma Deli & Restaurant,167.0
eCHp7YpWv8FEtcXTbhP_Dg,"[Health & Medical, Dentists, General Dentistry, Cosmetic Dentists]","Spelman Stephen W DDS, FAGD",8.0
AWWyrH4NG8Xi4uRYxHgjTA,"[Auto Repair, Automotive, Car Dealers]",AutoNation Nissan Las Vegas,183.0
ivWPxmQabvhyLBHXxfjAlw,"[Tires, Automotive]","Discount Tire Store - Las Vegas, NV",55.0
QF0GWVyYi6xIYLL5xYEz_w,"[Local Services, Jewelry Repair, Shopping, Jewelry]",Sahara Jewelers,8.0
X9VJVZ9lddA-eB3QI3tFZw,"[Beauty & Spas, Hair Removal, Laser Hair Removal]",Electrolysis Center of Las Vegas,4.0
EUbYcP8YuOcXYwSbY0rEYw,"[Pet Groomers, Pet Services, Pets]",Tailwaggers,9.0
jNME2a8MZ3A2Nn9oJokfqg,"[Bars, Cocktail Bars, Nightlife, Lounges]",Irene's Cocktail Lounge,13.0
a2saukqaOT_gpFbZap1LNA,"[Auto Repair, Automotive, Auto Parts & Supplies]",Mr. Brake,140.0
x6Kymcor7y99xs2RPFVVsw,"[Car Wash, Automotive, Smog Check Stations]",Southwest Self Serv Car Wash,8.0
_LA-y3czwNHt2B4WvaZZBw,"[Automotive, Smog Check Stations]",Red Bro's Drive-Thru Smog Check,6.0
5geSNRVBlvhoJlRK1zAS0g,"[Thai, Restaurants]",Marnee Thai Restaurant,48.0
oT0lrE88CXkEs4QjoXXJCA,"[Doctors, Health & Medical, Internal Medicine]","Dzung Tran, MD",7.0
po9J2D80h_HhYSkp7j9zRA,"[Optometrists, Health & Medical]",New Outlook Optical,3.0
DFI-nYZfu4NgEeLjivxz2g,"[Party Supplies, Event Planning & Services]",Party Supply House,12.0
ZBC-1VWUU5WpKlPokxJZZg,"[Fast Food, Sandwiches, Restaurants]",Subway,5.0
gSTHZH478BJIKAx7IKD2sA,"[Burgers, Hot Dogs, Restaurants]",Burger King,18.0
dBjbnIpby1tnxIn-ZHQYCg,"[Home Services, Real Estate, Apartments]",Hidden Cove Apartments,4.0
w6jhv_9mk6MyDV5cKKwm9w,"[Food, Bars, Breweries, Sports Bars, Nightlife]",Big Dog's Cafe & Casino,67.0
Xnwjo2TUu4AyGdmsxeG7OQ,"[Asian Fusion, Cantonese, Dim Sum, Chinese, Restaurants]",Cathay House Restaurant,241.0
jgZwJMDmQzlvYO7qen85Bw,"[Oral Surgeons, Health & Medical, Dentists]","Mont M Ringer, DDS, MS",13.0
gXMvnktQLmR4K7CUW9asiQ,"[Home Services, Heating & Air Conditioning/HVAC]",Deke's Refrigeration & Air Conditioning,82.0
06_YrdN_nHYFkEzBJx_3Tw,"[Veterinarians, Pets]",Sahara Pines Animal Hospital,13.0
NZ_OwofpZAvlaLaxyaMokQ,"[Financial Services, Tax Services, Check Cashing/Pay-day Loans]",Check City,5.0
KnrXXY3GBuaHDXQd3DYudg,"[Accountants, Professional Services, Tax Services, Financial Services]",Coffey & Rader CPAs,5.0
_4eXOnRjmEBIx47Mhas0GQ,"[Pet Groomers, Pet Services, Veterinarians, Pet Boarding/Pet Sitting, Pets]",VCA Spring Mountain Animal Hospital,34.0
el7UPoN7sLrxfy1IXm6tgQ,"[Shopping, Arts & Crafts, Party & Event Planning, Event Planning & Services, Cards & Stationery, Flowers & Gifts]",Chic Favors & Invitations,7.0
0mV2NPJh7-RNbLz99OvRiA,"[Car Wash, Automotive]",Foster Day Car Wash,3.0
POdn5abX1-lW0qns9cDd_A,"[Hawaiian, Restaurants]",Maui Rose Hawaiian Bbq,4.0
-aSlChGXUPUix9DJZISgmA,[],Rebel Oil Company,3.0
WospRNxNAnsHcC5o6xPI2A,"[Fast Food, Hot Dogs, Sandwiches, Restaurants]",Wienerschnitzel,15.0
iYXnwKKCLr5JdAn5Fb-qeA,"[Christmas Trees, Shopping, Home & Garden]",Deerbrooke Farm,17.0
uEZWVN-ehk_XyDh0Dujh0w,"[Delis, Sandwiches, Restaurants]",Schlotzsky's,71.0
VJaA7Ef91bOK9RByMg51eg,"[Doctors, Health & Medical, Internal Medicine]","Prabhu R D, MD",4.0
Oh25y5PSbvje_95k9Yc1UA,"[Doctors, Medical Centers, Health & Medical]",Red Rock Medical Center,7.0
uybZVwl43IwaKAeRqkb3Zg,"[Mexican, Restaurants]",Tacos El Compita,73.0
qrCyB4uCSz7K9cPOv6Buwg,"[Hot Tub & Pool, Shopping, Home & Garden]",Leslie's Swimming Pool Supplies,7.0
mWNqsb2EsWUP22HqmJi4dA,"[Hair Salons, Beauty & Spas]",Z Cuts,4.0
3YLo7L0_1_Hy9SIuDrDceg,"[Greek, Mediterranean, Restaurants]",Gyro Time Restaurant,56.0
2TWrwXo_rElNlyJ0coZO1g,"[Car Wash, Automotive, Auto Detailing]",Charleston West Car Wash,34.0
TICT17MKUjTiiPd3kuLqqw,"[Doctors, Health & Medical, Podiatrists]",Southern Nevada Foot & Ankle Center Inc,3.0
4sTUCAAzenGzgG2w7ry1zQ,"[Fast Food, American (New), Restaurants]",Farm Basket,107.0
gIIJtOfKaT7ZUCRbx_um0g,"[Optometrists, Health & Medical]","Michael D Jones, OD",3.0
GVeRH-7DlZTDUSci38OWRA,"[Optometrists, Health & Medical]",Davis Larry L OD Ltd,8.0
gGlsWf8-rYHv7XvAdI7h8g,"[Shopping, Home Services, Home & Garden, Landscaping, Nurseries & Gardening, Tree Services]",Moon Valley's Plant World Nursery,64.0
W6XLHl41EcvOY22AIf69CQ,"[Hotels & Travel, Car Rental]",Hertz Rent A Car,15.0
s84xnG8SvqI6EIjF3Za-UQ,"[Fast Food, Chinese, Restaurants]",Panda Express,27.0
ubwHoadNnVfMB9dFV2uyTQ,"[Salad, Sandwiches, Barbeque, Restaurants]",Nevada Chicken Cafe,248.0
c3wg0b1Cpl6iKMpn4xxlgQ,"[Health & Medical, Dentists, General Dentistry, Cosmetic Dentists]",Discovery Dental,7.0
WMPsX1iliM9GoUMRMTsurQ,[Food],The Mix,5.0
B3ms_xDsqpcaCGQEeEanHg,"[Mass Media, Radio Stations]",Mix 94.1,11.0
NNDard0Bf448-8tHaQaLYg,"[Financial Services, Debt Relief Services]",Clark County Collection Service,10.0
pJokl3wIjuzkXQILkNbiqA,"[Hobby Shops, Shopping, Toy Stores]",Hobbytown USA,26.0
CQlS7e1GdmiL6TxpSSL-gw,"[Rehabilitation Center, Health & Medical]",Silver Ridge Healthcare Center,9.0
9zUwgCWOi3rDvyoeDdx5pg,"[Burgers, Fast Food, Restaurants]",Burger King,12.0
Ot7vBy-Ly2-8dxFK_PJX1A,"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Sally Beauty Supply,12.0
BtnT9XjgkEUyJLX8rkaFhQ,"[Health & Medical, Dentists, General Dentistry]",Smile Brite Dental,4.0
IqD1159R_Aq4SERWSUHoEA,"[Mexican, Restaurants]",Del Taco,4.0
3BzWC0llc4uP1qJr_VExXw,"[Hair Salons, Beauty & Spas]",Fantastic Sams,9.0
kErvQNp9FZK4-TE3CqHXFQ,"[Food, Coffee & Tea]",Starbucks,70.0
MS1f_glDHv7-vIEoEJg16w,"[Kitchen & Bath, Shopping, Home Decor, Home & Garden]",Anna's Linens,6.0
h-8MgT6XQq53IC5686KoIA,"[Home Services, Real Estate, Apartments]",Chapel Hill,13.0
wZcmyvhpi5uGaSXdNMj2BA,"[Home Services, Real Estate, Apartments]",The Clubs At Rhodes Ranch,21.0
FGvEqvWIZBGUxkYhVsUmng,"[Local Services, Self Storage]",StorageOne,11.0
urbAi2atIC9Z_dlHQNmlLg,"[Burgers, Fast Food, Restaurants]",McDonald's,15.0
q1CYZyiBpEhqWRPkqI0W4A,"[Food, Department Stores, Grocery, Fashion, Shopping]",Walmart Supercenter,113.0
X4G7Zr-7fOr1bBP4iiONuw,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",The Lodge At Fort Apache,46.0
kDP_0LGyoz_OqfsYHWVuOw,"[Active Life, Golf]",Rhodes Ranch Golf Club,66.0
c3avaQO-Ieg_SAP1gFaKAQ,"[Home Services, Real Estate, Apartments]",St Clair Apartments,11.0
ZygV0bo1lfQ1ZRnVc0Uwlw,"[Soup, Sandwiches, Salad, Restaurants]",Panera Bread,159.0
t02b8iqce8ZU4y6tpBQXSg,"[Fast Food, Chinese, Restaurants]",Panda Express,21.0
2gWBfd2t7ta7lBaNZPfX5Q,"[Restaurants, Italian]",Fazoli's 5268,14.0
QcVWxuNewzCRqoxjpabO4w,"[Local Services, Dry Cleaning & Laundry]",Polo Cleaners,20.0
Qc053C4-ZJ3LoCM3yts3Dw,"[Hair Salons, Beauty & Spas]",SmartStyle,6.0
2V7Urukbc1JqaE17r-sJ4g,"[Home Services, Real Estate, Apartments]",Pinehurst,14.0
J_nocxub31upWxr6LrUP9A,"[Medical Centers, Health & Medical]",Comprehensive Cancer Centers of Nevada,6.0
8kmIIK2YE6Rcg3HaDVha3w,"[Steakhouses, Restaurants]",The Range Steakhouse,107.0
7iuHMJqKHzg3vZPHg3OeBw,"[Colleges & Universities, Education]","University of Nevada, Las Vegas",44.0
e8f2S9IyNNWBBeNiSeQ2Gg,"[Books, Mags, Music & Video, Shopping, Bookstores]",University Bookstore,6.0
EoYkDTleDDzBUQs1TuC2gQ,"[Arts & Entertainment, Nightlife, Music Venues]",Thomas & Mack Center Ticket Information,3.0
RKI9xvPSuI6mWXMjfdnjXw,"[Chinese, Restaurants]",Mandarin Express,39.0
TZ5AAHJ4JCCBje5pEE6rLA,"[Sandwiches, Restaurants]",Port of Subs,6.0
8GbbW2toYpqjKUztQKd5tg,"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Walgreens,7.0
Hqms8a-4NOM0gtNiyhnfUw,"[Hotels & Travel, RV Parks]",Sunrise Boat & RV Storage,3.0
E82bbBIJxsuNnxEXrlFUgg,"[Active Life, Boating]",Jet Away,5.0
nV79jhp3QzgSwV49bRTxiA,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",PT's,10.0
wAu9-jVLS-ygIPr4t8iCEA,"[Mexican, Restaurants]",Rubalcabas Taco Shop,28.0
h1TEPQKhd6iPshr9bCjRUA,"[Food, Grocery]",Albertsons,11.0
JBtHmLIXJprdHV2xMa0KKQ,"[Mexican, Restaurants]",Mama Maria's Mexican Restaurant,113.0
2K-3bvKXjJRC9qnRVtiq_Q,"[Hair Salons, Beauty & Spas]",Supercuts,10.0
9EfIWp_Vd4u7WtNrQKRtxQ,"[Pizza, Restaurants]",Pizza Hut,5.0
I2rMZ5t1WliK5PaGxakBUA,"[Burgers, Fast Food, Restaurants]",Jack in the Box,5.0
htsJHl2YcqwPfIbQkXrXrg,"[Bars, American (Traditional), Nightlife, Restaurants]",Timbers - Horizon Ridge,59.0
Io2CuAobW-xFzdXUx1p-GQ,"[Local Services, Movers, Home Services, Self Storage]",All Storage - Lake Mead,5.0
SjOCfPvbYFRVQvxuy9JB5Q,"[Food, Street Vendors, Food Trucks]",Quality Mobile Food Service,16.0
iWyQzD4EsGT6bQ6XNljbLA,"[Animal Shelters, Pets]",Golden Retriever Rescue of Southern Nevada,3.0
azmTfOZjlzMhdg_ZMEZ2FA,"[Pool & Hot Tub Service, Home Services, Pool Cleaners]",Splash Pool Service and Repair,34.0
Ceyd_1ops0GHG_J9ZPKeSg,"[Auto Repair, Automotive, Auto Parts & Supplies]",Dis & Dat Auto Wrecking & Repair,4.0
tJvUgjY7dJhCunOC10tKpg,"[Burgers, Fast Food, Restaurants]",McDonald's,26.0
98JQH6XMmbhiZ6Wmxaky9Q,"[Car Wash, Automotive, Gas & Service Stations]",Terrible Herbst,13.0
4EIROfnlec03m0pIcpDuPA,"[Bars, Nightlife]",Blue Diamond Saloon,19.0
jUmAS2DJR6OeU32l395aMw,"[Health & Medical, Home Health Care]",Tri-West,3.0
M6O5R7aU21DVHKHpU1-eew,"[Professional Services, Vinyl Records, Shopping, Video/Film Production, Books, Mags, Music & Video]",Peterson's Video Transfer Services,9.0
ysahIoCwI3_ztnBiYqll2g,"[Opera & Ballet, Arts & Entertainment, Performing Arts]",Pittsburgh Ballet Theatre,13.0
q8823a9cPH5CZMn1998Ccg,"[Hotels & Travel, Tours]",Molly's Trolleys,5.0
I_1EKAZ4GrOYaAE_4rM-3Q,"[Auto Repair, Automotive]",German Motor Werks,5.0
N6cU3_WO9knjME8CdbIygA,"[Local Services, Funeral Services & Cemeteries]",Allegheny Cemetery,7.0
tpnEAM1bfOpz79Lvf6SmvA,"[Breakfast & Brunch, Diners, Restaurants]",Barb's Corner Kitchen,67.0
fnCunjxITVAg-eoxMrH0iw,"[Local Services, Recycling Center]",AAA Scrap Metals,3.0
HhmrOX9alyM_-JjnK9MSpA,"[Property Management, Home Services, Real Estate]",Wylie Holdings,7.0
mTVwpWwSPojpbShANWKfig,"[Delis, Pizza, Mediterranean, Restaurants]",New Way Gourmet,9.0
H5Qmurgkw8p7JGmZ8rxqoQ,"[Food, Convenience Stores]",Quick Stop Convenience Store Mini Mart,3.0
87eUKK0Ylym5hJEE-vhvXw,"[Plumbing, Home Services]",Poillucci Plumbing,4.0
36IRBzrYrVnUI-aC8qytCQ,"[Dive Bars, Bars, Nightlife]",Kelly's Korner,12.0
nDE9MDHhQ_B_z0j5tb_akw,"[Shopping, Appliances & Repair, Home & Garden, Local Services, Appliances, Outlet Stores]",Sears Outlet,8.0
GglpWsOTl62l_njDyGdnhQ,"[Auto Repair, Automotive]",Bill Ballon Automotive,4.0
Oi8IOoJOEX9JZYK65fUrrA,"[Pubs, Bars, American (New), Nightlife, Restaurants]",Hambone's Pub,59.0
QnH42-IWuvmmBKtdF2gUZg,"[Hotels & Travel, Event Planning & Services, Hotels]",Brewers Hotel,4.0
RC0j-hO6kaYO067845BSzg,"[Pizza, Restaurants]",Pesaro's Pizza,32.0
lVq2xqwCnccZ3oI5CdAD5Q,"[Arts & Entertainment, American (Traditional), Music Venues, Bars, Nightlife, Restaurants]",Thunderbird Cafe,42.0
T4_LFnGNke1yk3k2MJjiqA,"[Food, Grocery, Mediterranean, Restaurants]",Salonika Imports,6.0
Ey90p6u6mellqv7OD8i1Yw,"[Fashion, Shopping, Shoe Stores]",Wagner Quality Shoes,3.0
scB9lXvcnsunIvUQMsG2fQ,"[Local Services, Shipping Centers, Post Offices, Public Services & Government]",US Post Office,3.0
erREMiRq1cjZ8g-OEnxTiA,"[Banks & Credit Unions, Financial Services]",PNC Bank,4.0
Km-96EyJSH93tUs9iToM-A,"[Food, Convenience Stores, Shopping, Drugstores]",Rite Aid,6.0
uZDXtaFVR307UOHhn2sStg,"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Jay Design,8.0
m_kVf_mvLKSfy2fmYJH7dA,"[Tires, Automotive]",Pittsburgh General Tire,6.0
tHEs-P51GTuR3poGLTACQA,"[Auto Repair, Automotive]",Vince's Auto Service,19.0
BqzR-6rYok08tIySvEG-4A,"[Barbers, Beauty & Spas]",Taylor's Custom Cuts,3.0
kE8_tdip6tvt2jXp-KdwBw,"[Pizza, Restaurants]",Supreme Pizza,6.0
6fpd8iXiUypI7eVx-hJhMA,"[Sandwiches, Restaurants]",Frankie's Extra Long,16.0
bwu0cUZfksuu-uzTPrrl2A,"[Bars, American (Traditional), Nightlife, Restaurants]",Church Brew Works,739.0
XlBVyXYpk_CjyVfMF04LNw,"[Electricians, Home Services]",Associated Electric,3.0
x93QxMJaTbfHb9nG-m76BA,"[Auto Repair, Automotive]",Hi-Tech Auto Care,3.0
QHI_sBKISzQsDMp2cXBXjQ,"[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants]",Nied's Hotel,20.0
TexnYWPwzZOkYFrsZvFQqQ,"[Shopping, Home Services, Home & Garden, Kitchen & Bath, Cabinetry, Plumbing]",Crescent Baths & Kitchens,3.0
7eL9P3f3P2AmVceWnSVfiw,"[Pizza, Restaurants]",That's Amore,13.0
NR3Pugg0YRa8AqxOY83URg,"[Auto Repair, Automotive, Body Shops, Towing]",Pittsburgh Collision,9.0
yT3ZqD6D2sw2BC-78xmTuw,"[Car Wash, Automotive, Auto Detailing, Oil Change Stations]",Auto Bathouse,16.0
W5pth8o1Ltf61zFrBR327w,"[Libraries, Public Services & Government]",Carnegie Library of Pittsburgh,4.0
X9J8eAcqz_tvdU7g8yy53Q,"[Beauty & Spas, Nail Salons]",Nails USA,13.0
Zu4446n6TTQ2s2j_zFrMWw,"[Discount Store, Shopping]",Family Dollar Store,3.0
oxi3pcQFAj28upWJXLBsxA,"[Real Estate Services, Home Services, Real Estate]",Realty Counseling,4.0
OWiX_AZ7hTRwTpA8kQL6Jw,"[Pubs, Bars, Nightlife]",Ruggers Pub,26.0
vfRZho84kYAs9oEW8rJl1Q,"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Siegel Eye Care Associates,10.0
sF8rL9XOz4v48YdTucaBGQ,"[Irish, Bars, British, Pubs, Nightlife, Restaurants]",Piper's Pub,269.0
5K6TGz2q_3w2jGnuAjdi_Q,"[Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants]",Bruegger's Bagels,15.0
RljUwokjkdShFzL5MhcOeg,"[Thrift Stores, Used, Vintage & Consignment, Fashion, Shopping]",Goodwill of Southwestern Pennsylvania,29.0
Qa2nW-WGvu6P7eccNSj2Nw,"[Chinese, Restaurants]",Chan An Restaurant,7.0
6FRqgRAiSwqWbbUCz5XIBw,"[Bars, Nightlife, Lounges]",Inn-Termission Lounge,9.0
9FS1pPCjJMlFbsVylbxPHw,"[Fashion, Shopping, Accessories]",Slacker,8.0
xvGD0kqem6jJnbMs8_W4Uw,"[Nightlife, Sandwiches, Delis, Bars, Restaurants]",Carson Street Deli & Craft Beer Bar,95.0
4jdlI2bHLZilcH1iRO0WRg,"[Event Planning & Services, Venues & Event Spaces]",J. Verno Studios,4.0
5IbZ0LjSydLAfB9NOyYOIQ,"[Bars, Nightlife, Restaurants]",Mario's South Side Saloon,74.0
rellBaGc6G4mgcqSACGL5w,"[Sushi Bars, Japanese, Restaurants]",Nakama,234.0
rRLLhMPgBXrtTDvOeWHZuQ,"[Pizza, Restaurants]",Michael's Pizza Bar & Restaurant,59.0
2pN9BQ0kPWjPZbTXc_NANg,"[Arts & Entertainment, Performing Arts, Music Venues, Venues & Event Spaces, Nightlife, Event Planning & Services]",Rex Theater,32.0
26HlCqrwTikf-n5FXRS8qw,"[Food, Coffee & Tea]",Starbucks,20.0
8hkImqbzTPgUl2F-3jphHg,"[Professional Services, Home Services, Internet Service Providers]",Pair Networks,5.0
QZh8oz9dg15GL2KxhXolyA,"[Hair Salons, Beauty & Spas]",Uzori Salon,20.0
Y-BQBga8aiQPsrWVHEfNBQ,"[Shopping, Antiques, Toy Stores]",Groovy,7.0
eZF6DQ5WtpUOiXdmZrTmqg,"[Auto Repair, Automotive, Body Shops, Towing]",Brunner's Garage,7.0
4aFpqIBq-dFz7Fu1sIL6iA,"[Bars, Tiki Bars, Nightlife]",Tiki Lounge,55.0
Wv4DMWNrC82EBjDTbaVR6Q,"[Local Services, Sporting Goods, Bikes, Shopping, Bike Repair/Maintenance]",Thick Bikes,36.0
79Z0VidcBIBCi7-hNCLmSA,"[Local Services, Musical Instrument Services, Guitar Stores]",Pittsburgh Guitars,8.0
hIA5NB8hGOoe3hUUHqg5xA,"[Burgers, Restaurants]",The Pickle Barrel,6.0
XmJJQjudjE7bXZyFsH0ECw,"[Food, Grocery]",CoGo's,4.0
CSsVUZNYrROBdn6YQoDgOQ,"[Dive Bars, Bars, Nightlife]",Dee's Cafe,26.0
T4A-I02jrqPZtW2icgHJPg,"[Greek, Italian, Pizza, Restaurants]",Gennaro's Pizza & Pub,52.0
iScLaoq1nOhrGQ2N7_mAlA,"[Hotels & Travel, Bed & Breakfast, Event Planning & Services, Hotels]",Morning Glory Inn,13.0
5eCbn-WUr2YIQODHfVP7Sw,"[American (Traditional), Restaurants]",City Grill,9.0
ebkqKvSjKobyVbPvL_m7qA,"[Arts & Entertainment, Art Galleries, Shopping]",Silver Eye Center For Photography,4.0
247GgHoZztRikNUeKjkEmQ,"[French, Restaurants]",Le Pommier,9.0
s49iLAI_RF_Aq8ok6Px3xQ,"[Bars, Nightlife, Restaurants]",Walker's Pub,3.0
Bkvi-6YPbeaEYS6sNSZZ0w,"[American (Traditional), Restaurants]",Margaritaville,11.0
HlZkklWH0SygopMt_48IIQ,"[Greek, Mediterranean, Restaurants]",Mike & Tony's Gyros,66.0
ufIN_oA285Zivd-4szJKxQ,"[Food, Sandwiches, American (Traditional), Pretzels, Restaurants]",The Pretzel Shop,88.0
abjCeXv_-gplOrqplHytZQ,"[Tanning, Beauty & Spas]",East Coast Tanning,3.0
uuz1Um4FzxNxqBMgffSPJw,"[Dive Bars, Bars, Nightlife]",Jack's  Bar,41.0
qM1kLyu2xAiFZdgnbTyHjA,"[Bars, American (Traditional), Nightlife, Restaurants]",Excuses Bar & Grill,19.0
A3ryEM41LVJ8WPTQLDzbHg,"[Tobacco Shops, Shopping]",Bloom Cigar Company,12.0
wacXhve_Fo8OQlZC0BhoHw,"[Arts & Entertainment, Performing Arts]",City Theatre Company,14.0
CNUmBfQsHs25VnPUqvvM8Q,"[Restaurants, Italian]",Abruzzi's,3.0
cMye2oCRy1qAvwMK-7i6JA,"[Bars, Nightlife, Lounges]",Club Cafe,48.0
sXPWMe-tQVP-XEEXtm9C5w,"[Lounges, Bars, Nightlife, Dance Clubs]",Lava Lounge,61.0
zNvuW38ZHoiQEMq4L1nWIw,"[Health & Medical, Dentists, General Dentistry]","Ronald A Dicarlo, DMD",3.0
10h1-hmX5q3XT4XnRBJhMg,"[Tires, Automotive, Gas & Service Stations]",Bp Oil Company,4.0
SaBrf12G3EVpBeK6Z6btsQ,"[Food, Convenience Stores, Shopping, Drugstores]",Rite Aid,4.0
agWoVPmlGkr9Wr_k6trlSw,"[Local Services, Notaries]",Kurt's Notary Service,3.0
Rno_Ql5EgidmyZGfTxNcTQ,"[American (Traditional), Restaurants]",1889 Cafe,11.0
IAZvt5mkzX_W-VUPzSvfuA,"[Dive Bars, Bars, Nightlife]",Red & Irene's Tavern,4.0
BrPTaXUVu-VH-PDFFTrmCQ,"[Italian, American (New), Restaurants]",17th Street Cafe,32.0
aPSxYkf_L6hd2h-ZGDPW4w,"[Hobby Shops, Art Supplies, Shopping, Arts & Crafts]",Utrecht Art Supplies,4.0
M81DfL9-BLugRVnasW2Dgg,"[Sports Medicine, Doctors, Health & Medical]",UPMC Center for Sports Medicine,5.0
Nqw610-DAmucQvlHZvrMkg,"[Sandwiches, Restaurants]",Real McCoy Sandwich Shop,11.0
k9Nlz5eY8UY9y7KaJjYOAA,"[Tires, Automotive]",Duke's Tire Service,20.0
--LzU4UT9rysIDXbhoWHiQ,"[Hair Salons, Day Spas, Nail Salons, Beauty & Spas]",Lunasea Salon+Day Spa,10.0
ehmtix6CHtneuYXzbrSwYw,"[American (Traditional), Diners, Restaurants]",Nadine's,71.0
zYf_Qix1vsEpGJrVVti6LQ,"[Auto Repair, Automotive, Body Shops]",Extra Mile Automotive,4.0
58AZ_aOhCWQqriwva1-gdw,"[Food, Beer, Wine & Spirits]",South Side Beer Distributor,3.0
VLXFrRkD7g2eLjloFQcKfg,"[Vegetarian, Vegan, Salad, Restaurants]",The Zenith,137.0
sjD4nm3PC1Ai9dPiOv9H6w,"[Local Services, Printing Services]","Copies At Carson, Inc.",14.0
LU-P5mprJ_j882soIQ61Dw,"[Delis, Sandwiches, Restaurants]",Cupka Richd Deli,4.0
_kPuX1OAC4QWb2NM9Fbhzw,"[Tobacco Shops, Food, Shopping, Candy Stores, Specialty Food]",S & S Candy & Cigar Co,9.0
7GDXpAS4LUSFmzmmm3EtuQ,"[Burgers, Fast Food, Restaurants]",Burger King,27.0
cEAa0HyIumHbS-lRSKg3oQ,"[Books, Mags, Music & Video, Shopping, Bookstores]",City Books,3.0
-Naw6BD2h44eQu2DumKnvQ,"[Thrift Stores, Shopping]",Salvation Army,10.0
0rJ2_hPk1ph_SPKUni3mlA,"[Thrift Stores, Shopping]",The Salvation Army,7.0
YYYqPljYe2WwzXuZO2L3zA,"[Auto Repair, Automotive]",Wahl's Auto Service,16.0
zz5eC4ux3D8AOrKKYCU0YA,"[Women's Clothing, Fashion, Shopping, Jewelry, Accessories]",Culture Shop,29.0
LhjIfgnWyJLQ96zobHGLgQ,"[Food, Ice Cream & Frozen Yogurt]",Dairy Queen,5.0
Y9krCILoQVmT6v8X6gLltg,"[Dive Bars, Bars, Nightlife]",Brewski's,16.0
